trial,set_size,target_word,distract_words,image_path,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation.started,fixation.stopped,press_to_go.keys,press_to_go.rt,press_to_go.started,press_to_go.stopped,targets.started,targets.stopped,just_press.keys,just_press.rt,just_press.started,just_press.stopped,participant,session,language,date,expName,psychopyVersion,frameRate,
10,8,['hermana'],"izaki,arreba,lehorte,zuntz,tximeleta,kazetari,burrunba,harri",../figures/Spanish_10.jpeg,0,10,10,10,56.64395650000006,None,space,0.0963116999992053,56.64395650000006,None,56.824153800000204,None,space,6.124092899997777,56.824153800000204,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
11,8,['olor'],"txanpon,lehorte,zerrenda,argitalpen,erretzaile,margolari,apezpiku,lursail",../figures/Spanish_11.jpeg,0,11,11,11,62.984114099999715,None,space,0.11039920000257553,62.984114099999715,None,63.16144290000011,None,space,4.052374200000486,63.16144290000011,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
12,16,['comisión'],"kutxatila,arau,ikastun,hiltzaile,iruzur,harri,garaile,ordezkari,erromes,emakume,maskor,izaki,erraldoi,eskularru,lapur,oilar",../figures/Spanish_12.jpeg,0,12,12,12,67.2630644000019,None,space,0.10196989999894868,67.2630644000019,None,67.45707460000267,None,space,3.494581900002231,67.45707460000267,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
13,8,['asamblea'],"zuhaitz,lapurreta,amets,arrain,hautagai,zorion,gonbidatu,hodei",../figures/Spanish_13.jpeg,0,13,13,13,70.98651320000135,None,space,0.11541050000232644,70.98651320000135,None,71.18321840000135,None,space,3.8521098000019265,71.18321840000135,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
14,32,['cordero'],"margolari,jatetxe,arrain,olerkari,zatiki,ezkor,egile,negu,lantegi,behor,asmatzaile,ikastun,garaipen,orrialde,jauregi,mandatu,zuhaitz,idazkari,kautxu,apar,burrunba,harrokeria,erraldoi,eskularru,errepide,gidari,lapur,arreba,arkume,erromes,errezel,usain",../figures/Spanish_14.jpeg,0,14,14,14,75.09033810000255,None,space,0.28091520000089076,75.09033810000255,None,75.4632515000012,None,space,1.364521399998921,75.4632515000012,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
15,16,['piedra'],"erizain,mutil,erromes,lilura,idazkari,gerriko,txerri,zaindari,lantegi,lapurreta,zaldizko,orrialde,mandatu,zerrenda,hartzaile,lehendakari",../figures/Spanish_15.jpeg,0,15,15,15,76.85653850000017,None,space,0.13070059999881778,76.85653850000017,None,77.07836360000147,None,space,1.5678402000012284,77.07836360000147,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
16,8,['comisión'],"arau,tximeleta,amets,hartzaile,sendatze,zuntz,burrunba,kutxatila",../figures/Spanish_16.jpeg,0,16,16,16,78.68904790000306,None,space,0.1343382000013662,78.68904790000306,None,78.91508690000046,None,space,2.860221500002808,78.91508690000046,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
17,32,['pesimista'],"orrialde,arau,aterpe,lasterkari,erreka,istripu,apezpiku,erromes,jokalari,igorle,jauregi,negu,bezero,atezain,lursail,xake,epaitegi,errolda,sukaldari,barraskilo,lekuko,eramaile,harri,tximeleta,erraldoi,asmaketa,haize,txerri,erretzaile,hiltzaile,argitalpen,egile",../figures/Spanish_17.jpeg,0,17,17,17,81.80699110000205,None,space,0.13397340000301483,81.80699110000205,None,82.01822780000293,None,space,4.33168139999907,82.01822780000293,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
18,32,['ladrón'],"txerri,iragarpen,zatiki,atezain,egile,ikastun,kautxu,errepide,bezero,arau,istripu,irakasle,aurrezki,suge,mandatu,lasterkari,zaindari,txanpon,mutil,lapurreta,aitorle,irekitze,burrunba,zuhaitz,araudi,usain,zuntz,erabiltzaile,usaimen,aitona,negu,harrokeria",../figures/Spanish_18.jpeg,0,18,18,18,86.38868480000019,None,space,0.2509816999991017,86.38868480000019,None,86.70681710000281,None,space,2.273864599999797,86.70681710000281,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
19,16,['cliente'],"gerriko,erretzaile,memelo,asmaketa,kazetari,harri,garai,arkume,igarle,zaldizko,ordezkari,araudi,zaindari,koadrila,batzar,hodei",../figures/Spanish_19.jpeg,0,19,19,19,89.02010350000273,None,space,0.10564910000175587,89.02010350000273,None,89.21197300000131,None,space,4.286359699999593,89.21197300000131,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
20,4,['contexto'],"barraskilo,harri,sukaldari,ariketa",../figures/Spanish_20.jpeg,0,20,20,20,93.5411039999999,None,space,0.11426429999846732,93.5411039999999,None,93.72147600000244,None,space,1.9758937000005972,93.72147600000244,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
21,16,['cinturón'],"lapurreta,mandatu,kazetari,aitorle,izaki,iragarpen,asmatzaile,idazle,arkume,lehorte,aita,tximeleta,jatetxe,istripu,orrialde,erromes",../figures/Spanish_21.jpeg,0,21,21,21,95.72780550000243,None,space,0.10837589999937336,95.72780550000243,None,95.91952220000167,None,space,4.576125600000523,95.91952220000167,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
22,8,['reglamento'],"arrain,harri,zaindari,garaile,suge,arau,zerrenda,lehiakide",../figures/Spanish_22.jpeg,0,22,22,22,100.54327480000211,None,space,0.23907170000165934,100.54327480000211,None,100.86836330000006,None,space,1.4224111999974411,100.86836330000006,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
23,32,['conductor'],"batzar,zuntz,usain,suge,asmaketa,haize,ariketa,aker,aita,aurrezki,hiltzaile,aitorle,zaldizko,kutxatila,irekitze,kutxatila,apar,errezel,maskor,sukaldari,usaimen,lekuko,erabiltzaile,sendatze,lehorte,jatetxe,arrain,garaipen,barraskilo,lilura,kokapen,lapurreta",../figures/Spanish_23.jpeg,0,23,23,23,102.34372240000084,None,space,0.10857480000049691,102.34372240000084,None,102.52615739999965,None,space,4.047148200002994,102.52615739999965,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
24,8,['aprendiz'],"burrunba,usain,irakurle,zuhaitz,edukitze,koadrila,kautxu,eramaile",../figures/Spanish_24.jpeg,0,24,24,24,106.61672460000045,None,space,0.10787920000075246,106.61672460000045,None,106.80039650000253,None,space,3.841663899998821,106.80039650000253,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
25,16,['parcela'],"erabiltzaile,garaipen,zuhaitz,koadrila,hartzaile,garagardo,egile,amets,suge,memelo,eskularru,zaindari,lorpen,kautxu,irakurle,idazle",../figures/Spanish_25.jpeg,0,25,25,25,110.68189100000018,None,space,0.11431129999982659,110.68189100000018,None,110.86087279999992,None,space,8.143432199998642,110.86087279999992,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
26,8,['candidato'],"garai,irakasle,erretzaile,garaipen,batzorde,harrokeria,apezpiku,zerrenda",../figures/Spanish_26.jpeg,0,26,26,26,119.044531800002,None,space,0.0972037999999884,119.044531800002,None,119.21002200000294,None,space,0.046535000001313165,119.21002200000294,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
27,16,['guante'],"lehendakari,hartzaile,zaldizko,sendatze,baliabide,zerrenda,igarle,bezero,edukitze,eskularru,zuntz,aterpe,margolari,lehorte,ezkor,aitona",../figures/Spanish_27.jpeg,0,27,27,27,119.29554080000162,None,space,1.3219237999983307,119.29554080000162,None,120.69870140000057,None,space,12.221509399998467,120.69870140000057,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
28,16,['cerdo'],"emakume,lekuko,margolari,zuhaitz,tximeleta,apar,jauregi,arau,ezkor,erabiltzaile,sinadura,testuinguru,erretzaile,iragarpen,kutxatila,usaimen",../figures/Spanish_28.jpeg,0,28,28,28,132.97712590000083,None,space,0.0956426000011561,132.97712590000083,None,133.14006930000323,None,space,7.509007900000142,133.14006930000323,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
29,32,['partícula'],"asmatzaile,arreba,idazle,igarle,erabiltzaile,itzal,atezain,egile,kazetari,harri,zatiki,memelo,lehendakari,zuhaitz,mutil,jokalari,hartzaile,txanpon,ariketa,irekitze,lapur,erreka,testuinguru,lantegi,emakume,sendatze,aditu,araudi,irakasle,batzar,igorle,zaindari",../figures/Spanish_29.jpeg,0,29,29,29,140.69088540000303,None,space,0.08992520000174409,140.69088540000303,None,140.86039820000224,None,space,9.3209597999994,140.86039820000224,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
30,32,['roble'],"itzal,zaindari,ezkor,oilar,erraldoi,zorion,margolari,errolda,argitalpen,eraztun,mandatu,hiltzaile,eskularru,emakume,zatiki,jauregi,memelo,barraskilo,jokalari,asmatzaile,txanpon,harrokeria,araudi,lehorte,ikastun,egile,garagardo,aitona,igorle,bezero,erretzaile,sorgin",../figures/Spanish_30.jpeg,0,30,30,30,150.2088345000011,None,space,0.11571509999703267,150.2088345000011,None,150.389826300001,None,space,7.449161200001981,150.389826300001,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
31,32,['corredor'],"igarle,margolari,txanpon,ordezkari,errolda,apezpiku,testuinguru,izaki,erretzaile,ostatu,arau,kutxatila,erizain,erromes,aitona,gerriko,irekitze,burrunba,kokapen,zuhaitz,saltzaile,usaimen,memelo,lasterkari,garaile,ariketa,haritz,zaldizko,araudi,arrain,errezel,oilar",../figures/Spanish_31.jpeg,0,31,31,31,157.87793140000213,None,space,0.11844999999811989,157.87793140000213,None,158.06390730000203,None,space,6.357344600000943,158.06390730000203,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
32,32,['mujer'],"zerrenda,argitalpen,txerri,lapur,itzal,irekitze,arau,irakurle,negu,zatiki,sendatze,eramaile,usaimen,jauregi,amets,zaindari,apezpiku,testuinguru,igarle,zuntz,hodei,zorion,lorpen,ezkor,aterpe,tximeleta,ikastun,aditu,kokapen,garagardo,sorgin,lapurreta",../figures/Spanish_32.jpeg,0,32,32,32,164.45450070000152,None,space,0.3095794000000751,164.45450070000152,None,164.8317304000011,None,space,7.39803480000046,164.8317304000011,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
33,8,['autor'],"kokapen,aker,jatetxe,arreba,mezulari,lehendakari,erretzaile,ariketa",../figures/Spanish_33.jpeg,0,33,33,33,172.28340130000288,None,space,0.40086650000012014,172.28340130000288,None,172.77455610000106,None,space,2.1031547999991744,172.77455610000106,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
34,4,['lista'],"mezulari,kautxu,aitorle,izaki",../figures/Spanish_34.jpeg,0,34,34,34,174.9179105000003,None,space,0.1932736999988265,174.9179105000003,None,175.1897323000012,None,space,3.331007299999328,175.1897323000012,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
35,32,['firma'],"eraztun,jatetxe,errolda,jostailu,idazle,arreba,erretzaile,zorion,lilura,edukitze,sinadura,kutxatila,harrokeria,amets,zuhaitz,iruzur,harri,mutil,araudi,lasterkari,negu,mezulari,xake,argitalpen,haize,bezero,lekuko,garaile,izaki,eskularru,atezain,zaldizko",../figures/Spanish_35.jpeg,0,35,35,35,178.55211659999986,None,space,0.09518290000050911,178.55211659999986,None,178.7426931000009,None,space,11.176824500002112,178.7426931000009,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
36,32,['posesión'],"baliabide,emakume,hartzaile,erromes,jokalari,jostailu,ariketa,gonbidatu,olerkari,asmaketa,behor,saltzaile,etsai,arau,negu,mandatu,lasterkari,irekitze,kutxatila,igarle,lehiakide,egile,mezulari,epaitegi,batzorde,gidari,xake,eramaile,eraztun,erreka,aitorle,ezkor",../figures/Spanish_36.jpeg,0,36,36,36,189.97443290000228,None,space,0.11175550000189105,189.97443290000228,None,190.16279100000247,None,space,10.893251600002259,190.16279100000247,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
37,8,['carretera'],"irakasle,kutxatila,garagardo,txerri,apar,sorgin,epaitegi,harri",../figures/Spanish_37.jpeg,0,37,37,37,201.1062509000003,None,space,0.3045672000007471,201.1062509000003,None,201.4821301000011,None,space,4.345982599999843,201.4821301000011,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
38,8,['firma'],"kutxatila,lorpen,hiltzaile,edukitze,lilura,hodei,lursail,errepide",../figures/Spanish_38.jpeg,0,38,38,38,205.87505779999992,None,space,0.1150984999985667,205.87505779999992,None,206.05723930000022,None,space,7.775119299996732,206.05723930000022,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
39,32,['sequía'],"haritz,ariketa,garaipen,ostatu,lekuko,eskularru,sendatze,irekitze,irakasle,suge,iragarpen,kutxatila,izaki,baliabide,lasterkari,kautxu,kokapen,ezkor,gidari,sorgin,amets,errepide,usaimen,koadrila,testuinguru,itzal,txerri,lorpen,hautagai,erreka,aitorle,hiltzaile",../figures/Spanish_39.jpeg,0,39,39,39,213.87453550000282,None,space,0.1416133999991871,213.87453550000282,None,214.092083800002,None,space,16.004294800000935,214.092083800002,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
40,32,['abuelo'],"aitona,apezpiku,usaimen,koadrila,gerriko,errolda,memelo,barraskilo,zerrenda,batzar,ordezkari,apar,iragarpen,eraztun,kautxu,epaitegi,erreka,erizain,kokapen,jokalari,egile,gidari,iruzur,irakasle,idazkari,zuhaitz,sukaldari,gonbidatu,aterpe,aita,olerkari,lekuko",../figures/Spanish_40.jpeg,0,40,40,40,230.1323697000007,None,space,0.12341830000150367,230.1323697000007,None,230.35638970000218,None,space,7.47514659999797,230.35638970000218,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
41,4,['vencedor'],"lehiakide,izaki,hiltzaile,maskor",../figures/Spanish_41.jpeg,0,41,41,41,237.866350100001,None,space,0.4041959999995015,237.866350100001,None,238.36543240000174,None,space,7.176338500001293,238.36543240000174,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
42,4,['cobijo'],"koadrila,lekuko,olerkari,testuinguru",../figures/Spanish_42.jpeg,0,42,42,42,245.5903569000002,None,space,0.1010915999977442,245.5903569000002,None,245.76869240000087,None,space,1.3755415999985416,245.76869240000087,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
43,32,['partícula'],"eskularru,ikastun,oilar,suge,mutil,usaimen,aitona,etsai,erabiltzaile,jauregi,eraztun,lursail,aker,saltzaile,zuhaitz,batzorde,xake,tximeleta,araudi,izaki,errezel,irekitze,hartzaile,bezero,zaindari,arau,zatiki,aurrezki,asmaketa,zuntz,erretzaile,jokalari",../figures/Spanish_43.jpeg,0,43,43,43,247.18975409999985,None,space,0.09063579999929061,247.18975409999985,None,247.35597450000205,None,space,1.9123247000025003,247.35597450000205,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
44,32,['aprendiz'],"oilar,gerriko,bezero,arkume,hiltzaile,aita,izaki,sukaldari,baliabide,batzar,txanpon,ikastun,margolari,ordezkari,kokapen,jauregi,lan,haritz,koadrila,negu,errolda,behor,harrokeria,ezkor,erraldoi,aditu,lasterkari,testuinguru,garagardo,arau,araudi,sinadura",../figures/Spanish_44.jpeg,0,44,44,44,249.30483110000205,None,space,0.1151185999988229,249.30483110000205,None,249.49549820000175,None,space,10.259379700000864,249.49549820000175,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
45,4,['invención'],"sorgin,erizain,lekuko,amets",../figures/Spanish_45.jpeg,0,45,45,45,259.7947185000012,None,space,0.4502440000032948,259.7947185000012,None,260.34585940000034,None,space,5.124195000000327,260.34585940000034,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
46,4,['edición'],"aker,sorgin,orrialde,zuhaitz",../figures/Spanish_46.jpeg,0,46,46,46,265.52646840000307,None,space,0.1305136000009952,265.52646840000307,None,265.7383882000031,None,space,2.8238824999971257,265.7383882000031,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
47,8,['mariposa'],"errezel,haize,apezpiku,behor,zaindari,jatetxe,eskularru,garaipen",../figures/Spanish_47.jpeg,0,47,47,47,268.6072493000029,None,space,0.3737899000007019,268.6072493000029,None,269.0784123000012,None,space,3.5974625000017113,269.0784123000012,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
48,32,['concha'],"apar,batzar,igorle,suge,zuntz,kutxatila,atezain,garai,arau,igarle,baliabide,iragarpen,hartzaile,lorpen,margolari,kokapen,argitalpen,irekitze,olerkari,saltzaile,arkume,arreba,usain,irakurle,koadrila,itzal,lilura,emakume,ezkor,usaimen,lapurreta,iruzur",../figures/Spanish_48.jpeg,0,48,48,48,272.7258742000013,None,space,0.14913030000025174,272.7258742000013,None,272.9649958000009,None,space,6.133104299999104,272.9649958000009,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
49,32,['guardián'],"zuhaitz,argitalpen,gonbidatu,aurrezki,jostailu,arkume,errolda,idazkari,lekuko,sinadura,lehorte,baliabide,erromes,maskor,ordezkari,irakurle,harrokeria,sukaldari,xake,aterpe,tximeleta,behor,arrain,garai,txanpon,istripu,lapurreta,mutil,gerriko,lan,ostatu,igorle",../figures/Spanish_49.jpeg,0,49,49,49,279.1438420000013,None,space,0.13542149999921094,279.1438420000013,None,279.3662504000022,None,space,9.932331799998792,279.3662504000022,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
50,32,['ahorro'],"margolari,kokapen,haize,batzar,hautagai,etsai,egile,amets,igarle,asmatzaile,igorle,memelo,sinadura,aita,istripu,lan,ostatu,oilar,jokalari,hiltzaile,irekitze,lehiakide,argitalpen,usaimen,lapur,jostailu,errepide,barraskilo,usain,kutxatila,mezulari,kazetari",../figures/Spanish_50.jpeg,0,50,50,50,289.35060370000065,None,space,0.11229070000263164,289.35060370000065,None,289.5480807000022,None,space,6.2287408000011055,289.5480807000022,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
51,16,['juzgado'],"lapurreta,zuhaitz,jauregi,irakurle,sukaldari,margolari,hiltzaile,oilar,harri,gonbidatu,istripu,atezain,iruzur,irakasle,jatetxe,iragarpen",../figures/Spanish_51.jpeg,0,51,51,51,295.81830320000154,None,space,0.34826650000104564,295.81830320000154,None,296.2539030000007,None,space,5.396512300001632,296.2539030000007,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
52,32,['mensajero'],"garagardo,usain,gonbidatu,sukaldari,asmatzaile,aurrezki,txerri,garaipen,aker,sinadura,sorgin,eramaile,egile,hartzaile,errepide,kautxu,apezpiku,lorpen,jatetxe,mandatu,lapur,garaile,idazkari,lehorte,apar,itzal,memelo,ikastun,zuhaitz,jokalari,oilar,burrunba",../figures/Spanish_52.jpeg,0,52,52,52,301.68703350000214,None,space,0.42165680000107386,301.68703350000214,None,302.1804254000017,None,space,15.647558599997865,302.1804254000017,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
53,8,['fibra'],"xake,asmaketa,izaki,tximeleta,garaile,errepide,erabiltzaile,sinadura",../figures/Spanish_53.jpeg,0,53,53,53,317.8622262000026,None,space,0.6138082000034046,317.8622262000026,None,318.5727438000031,None,space,11.211065899999085,318.5727438000031,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
54,32,['guardián'],"irekitze,harri,ezkor,aitorle,lekuko,kutxatila,harrokeria,sorgin,asmaketa,mezulari,erraldoi,izaki,usain,ordezkari,irakasle,garagardo,aurrezki,arreba,aditu,zorion,zaldizko,lan,xake,errezel,koadrila,saltzaile,txerri,edukitze,tximeleta,erretzaile,apezpiku,hiltzaile",../figures/Spanish_54.jpeg,0,54,54,54,329.8288754000023,None,space,0.7107149000003119,329.8288754000023,None,330.6393523000006,None,space,0.06099769999855198,330.6393523000006,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
55,8,['cerdo'],"idazle,baliabide,sinadura,errolda,arau,erizain,gonbidatu,arreba",../figures/Spanish_55.jpeg,0,55,55,55,330.7579942000011,None,space,1.5075910999985354,330.7579942000011,None,332.35669640000197,None,space,4.243482600002608,332.35669640000197,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
56,16,['peregrino'],"lehendakari,jauregi,batzar,aitona,mutil,txanpon,oilar,iruzur,argitalpen,batzorde,ordezkari,arau,lantegi,errezel,garai,aker",../figures/Spanish_56.jpeg,0,56,56,56,336.6438984000015,None,space,0.16228440000122646,336.6438984000015,None,336.8881493000008,None,space,5.283830000000307,336.8881493000008,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
57,8,['partícula'],"harrokeria,edukitze,asmatzaile,jatetxe,hodei,oilar,mutil,gonbidatu",../figures/Spanish_57.jpeg,0,57,57,57,342.2019669000001,None,space,0.17280210000171792,342.2019669000001,None,342.4328748000007,None,space,3.487729100001161,342.4328748000007,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
58,32,['confesor'],"garai,errezel,jostailu,errauts,istripu,arrain,batzar,amets,egile,kazetari,zaindari,ikastun,igorle,erromes,bezero,eramaile,orrialde,jatetxe,arkume,gidari,erraldoi,hodei,haize,xake,lursail,argitalpen,irakasle,saltzaile,ostatu,aita,zerrenda,koadrila",../figures/Spanish_58.jpeg,0,58,58,58,345.97024390000297,None,space,0.11767179999878863,345.97024390000297,None,346.1601397000013,None,space,3.7775579999979527,346.1601397000013,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
59,4,['cordero'],"itzal,orrialde,koadrila,zuntz",../figures/Spanish_59.jpeg,0,59,59,59,349.9701051000011,None,space,0.12381090000053518,349.9701051000011,None,350.18297820000225,None,space,0.7964930000016466,350.18297820000225,None,patxi,001,spanish,2020_Feb_18_1259,visual_search,3.2.4,42.246357096895075,
