trial,set_size,target_word,distract_words,image_path,word_type,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation.started,fixation.stopped,press_to_go.keys,press_to_go.rt,press_to_go.started,press_to_go.stopped,targets.started,targets.stopped,just_press.keys,just_press.rt,just_press.started,just_press.stopped,participant,session,language,date,expName,psychopyVersion,frameRate,
25,8,['testuinguru'],"vendedor,reglamento,olor,yegua,secretario,criatura,palacio,regla",../figures/mixed_25.jpeg,Basque,0,25,25,25,100.71651050000219,None,space,0.12736890000087442,100.71651050000219,None,100.9341596000013,None,space,1.8779687999995076,100.9341596000013,None,patxi,001,mixed,2020_Feb_18_1252,visual_search,3.2.4,41.69178596784874,
26,8,['trabajo'],"lantegi,gidari,lehiakide,behor,garagardo,eramaile,haritz,baliabide",../figures/mixed_26.jpeg,Spanish,0,26,26,26,102.85373190000246,None,space,0.23632939999879454,102.85373190000246,None,103.17102140000134,None,space,2.5724597000007634,103.17102140000134,None,patxi,001,mixed,2020_Feb_18_1252,visual_search,3.2.4,41.69178596784874,
27,8,['eramaile'],"invitado,corredor,fibra,cortina,conductor,curación,invierno,juzgado",../figures/mixed_27.jpeg,Basque,0,27,27,27,105.78371909999987,None,space,0.20355580000250484,105.78371909999987,None,106.0789947000012,None,space,7.5772208999987924,106.0789947000012,None,patxi,001,mixed,2020_Feb_18_1252,visual_search,3.2.4,41.69178596784874,
28,8,['yegua'],"hiltzaile,istripu,aita,lekuko,zuhaitz,hautagai,burrunba,zaindari",../figures/mixed_28.jpeg,Spanish,0,28,28,28,113.70864459999939,None,space,0.21028179999848362,113.70864459999939,None,114.00684230000115,None,space,4.181711099998211,114.00684230000115,None,patxi,001,mixed,2020_Feb_18_1252,visual_search,3.2.4,41.69178596784874,
29,8,['experto'],"harrokeria,jauregi,ezkor,errauts,kokapen,irakasle,kutxatila,haize",../figures/mixed_29.jpeg,Spanish,0,29,29,29,118.24210800000219,None,space,0.32224679999853834,118.24210800000219,None,118.64237169999979,None,space,3.3672273000011046,118.64237169999979,None,patxi,001,mixed,2020_Feb_18_1252,visual_search,3.2.4,41.69178596784874,
30,8,['yegua'],"gidari,tximeleta,jostailu,hiltzaile,lan,zaindari,kautxu,irekitze",../figures/mixed_30.jpeg,Spanish,0,30,30,30,122.06298990000141,None,space,0.11808839999866905,122.06298990000141,None,122.29487960000188,None,space,2.312063699999271,122.29487960000188,None,patxi,001,mixed,2020_Feb_18_1252,visual_search,3.2.4,41.69178596784874,
31,8,['behor'],"cortina,carretera,inventor,invierno,regla,sombra,cerdo,accidente",../figures/mixed_31.jpeg,Basque,0,31,31,31,124.64102579999962,None,space,0.17502279999825987,124.64102579999962,None,124.90683920000083,None,space,3.206379100000049,124.90683920000083,None,patxi,001,mixed,2020_Feb_18_1252,visual_search,3.2.4,41.69178596784874,
32,8,['posada'],"olerkari,zorion,harri,lehendakari,irekitze,lorpen,jauregi,garaipen",../figures/mixed_32.jpeg,Spanish,0,32,32,32,128.16117289999966,None,space,0.13541669999904116,128.16117289999966,None,128.37815150000097,None,space,7.946853599998576,128.37815150000097,None,patxi,001,mixed,2020_Feb_18_1252,visual_search,3.2.4,41.69178596784874,
33,8,['txanpon'],"sequía,gigante,posesión,accidente,muchacho,bruja,caracol,fascinación",../figures/mixed_33.jpeg,Basque,0,33,33,33,136.36147429999983,None,space,0.1273695999989286,136.36147429999983,None,136.56641590000072,None,space,5.038158499999554,136.56641590000072,None,patxi,001,mixed,2020_Feb_18_1252,visual_search,3.2.4,41.69178596784874,
34,8,['zuhaitz'],"portador,poeta,conductor,arroyo,sombra,cinturón,época,viento",../figures/mixed_34.jpeg,Basque,0,34,34,34,141.63589430000138,None,space,1.1166322999997647,141.63589430000138,None,142.84684600000037,None,space,2.758884400001989,142.84684600000037,None,patxi,001,mixed,2020_Feb_18_1252,visual_search,3.2.4,41.69178596784874,
35,8,['margolari'],"cocinero,experto,engaño,cinturón,lector,bruja,juzgado,accidente",../figures/mixed_35.jpeg,Basque,0,35,35,35,145.6559522000025,None,space,0.15286179999748128,145.6559522000025,None,145.899126100001,None,space,2.7766173999989405,145.899126100001,None,patxi,001,mixed,2020_Feb_18_1252,visual_search,3.2.4,41.69178596784874,
36,8,['bruja'],"garai,idazle,ariketa,zaldizko,garagardo,araudi,edukitze,xake",../figures/mixed_36.jpeg,Spanish,0,36,36,36,148.7040775000023,None,space,0.2257586000014271,148.7040775000023,None,148.9962540000015,None,space,3.518567400002212,148.9962540000015,None,patxi,001,mixed,2020_Feb_18_1252,visual_search,3.2.4,41.69178596784874,
37,8,['cliente'],"lasterkari,garaipen,arrain,edukitze,arkume,idazle,lan,ikastun",../figures/mixed_37.jpeg,Spanish,0,37,37,37,152.55592650000108,None,space,0.15413970000008703,152.55592650000108,None,152.79803480000191,None,space,11.859683399998175,152.79803480000191,None,patxi,001,mixed,2020_Feb_18_1252,visual_search,3.2.4,41.69178596784874,
38,8,['arrain'],"palacio,olfato,mariposa,adivina,firma,nube,caucho,triunfo",../figures/mixed_38.jpeg,Basque,0,38,38,38,164.69231710000167,None,space,0.16231039999911445,164.69231710000167,None,164.93162620000294,None,space,5.187096200002998,164.93162620000294,None,patxi,001,mixed,2020_Feb_18_1252,visual_search,3.2.4,41.69178596784874,
39,8,['usaimen'],"cortina,jinete,muchacho,nube,experto,asamblea,corredor,fascinación",../figures/mixed_39.jpeg,Basque,0,39,39,39,170.1633174000017,None,space,0.14622010000312002,170.1633174000017,None,170.39959570000065,None,space,5.422152099999948,170.39959570000065,None,patxi,001,mixed,2020_Feb_18_1252,visual_search,3.2.4,41.69178596784874,
40,8,['palacio'],"usaimen,zatiki,lekuko,zaldizko,iruzur,araudi,kautxu,usain",../figures/mixed_40.jpeg,Spanish,0,40,40,40,175.87681879999946,None,space,0.3570990000007441,175.87681879999946,None,176.29684410000118,None,space,1.6446187000001373,176.29684410000118,None,patxi,001,mixed,2020_Feb_18_1252,visual_search,3.2.4,41.69178596784874,
41,8,['idazle'],"idiota,cinturón,olfato,época,poeta,espuma,vencedor,guardián",../figures/mixed_41.jpeg,Basque,0,41,41,41,177.99336940000285,None,space,0.2685496999984025,177.99336940000285,None,178.34207320000132,None,space,12.010597700002108,178.34207320000132,None,patxi,001,mixed,2020_Feb_18_1252,visual_search,3.2.4,41.69178596784874,
42,8,['aker'],"curación,invitado,triunfo,trabajo,ajedrez,usuario,invención,testigo",../figures/mixed_42.jpeg,Basque,0,42,42,42,190.3837491000013,None,space,0.16473300000143354,190.3837491000013,None,190.62025240000003,None,space,2.327444499998819,190.62025240000003,None,patxi,001,mixed,2020_Feb_18_1252,visual_search,3.2.4,41.69178596784874,
43,8,['ejercicio'],"aditu,lan,aita,mutil,garagardo,zaindari,xake,oilar",../figures/mixed_43.jpeg,Spanish,0,43,43,43,192.99759910000284,None,space,0.31687609999789856,192.99759910000284,None,193.40773740000077,None,space,1.5534669999979087,193.40773740000077,None,patxi,001,mixed,2020_Feb_18_1252,visual_search,3.2.4,41.69178596784874,
44,8,['piedra'],"gidari,usaimen,baliabide,jauregi,jatetxe,igorle,ordezkari,kautxu",../figures/mixed_44.jpeg,Spanish,0,44,44,44,194.99537110000165,None,space,0.20388900000034482,194.99537110000165,None,195.29367579999962,None,space,5.873262099998101,195.29367579999962,None,patxi,001,mixed,2020_Feb_18_1252,visual_search,3.2.4,41.69178596784874,
45,8,['carretera'],"erraldoi,errezel,hautagai,erreka,lehorte,harrokeria,edukitze,aditu",../figures/mixed_45.jpeg,Spanish,0,45,45,45,201.22238650000145,None,space,0.16365729999961331,201.22238650000145,None,201.45778079999945,None,space,6.551769699999568,201.45778079999945,None,patxi,001,mixed,2020_Feb_18_1252,visual_search,3.2.4,41.69178596784874,
46,8,['lector'],"garagardo,ariketa,aker,ostatu,lekuko,erabiltzaile,ezkor,izaki",../figures/mixed_46.jpeg,Spanish,0,46,46,46,208.04931050000232,None,space,0.14530590000140364,208.04931050000232,None,208.2701135999996,None,space,3.167144899998675,208.2701135999996,None,patxi,001,mixed,2020_Feb_18_1252,visual_search,3.2.4,41.69178596784874,
47,8,['sequía'],"lasterkari,araudi,testuinguru,gidari,mandatu,erraldoi,gerriko,idazle",../figures/mixed_47.jpeg,Spanish,0,47,47,47,211.47100470000078,None,space,0.1486285000028147,211.47100470000078,None,211.72053210000013,None,space,3.6312537000012526,211.72053210000013,None,patxi,001,mixed,2020_Feb_18_1252,visual_search,3.2.4,41.69178596784874,
48,8,['apertura'],"txerri,atezain,lehorte,etsai,igorle,lehendakari,gerriko,lorpen",../figures/mixed_48.jpeg,Spanish,0,48,48,48,215.38924540000153,None,space,0.17232489999878453,215.38924540000153,None,215.6117871000024,None,space,1.6081792999975733,215.6117871000024,None,patxi,001,mixed,2020_Feb_18_1252,visual_search,3.2.4,41.69178596784874,
49,8,['zorion'],"partícula,ahorro,cortina,usuario,ajedrez,época,confesor,logro",../figures/mixed_49.jpeg,Basque,0,49,49,49,217.25423610000144,None,space,0.18408629999976256,217.25423610000144,None,217.51975270000185,None,space,2.5063377000005858,217.51975270000185,None,patxi,001,mixed,2020_Feb_18_1252,visual_search,3.2.4,41.69178596784874,
50,8,['edukitze'],"cliente,escritor,criatura,caracol,testigo,ubicación,enemigo,juguete",../figures/mixed_50.jpeg,Basque,0,50,50,50,220.07603390000077,None,space,0.13603209999928367,220.07603390000077,None,220.28680630000235,None,space,2.3145492000003287,220.28680630000235,None,patxi,001,mixed,2020_Feb_18_1252,visual_search,3.2.4,41.69178596784874,
51,8,['parcela'],"batzorde,ikastun,atezain,mandatu,erromes,aditu,usain,aterpe",../figures/mixed_51.jpeg,Spanish,0,51,51,51,222.6543644000012,None,space,0.14190349999989849,222.6543644000012,None,222.86552870000014,None,space,3.4086970999996993,222.86552870000014,None,patxi,001,mixed,2020_Feb_18_1252,visual_search,3.2.4,41.69178596784874,
52,8,['haritz'],"espuma,cordero,ahorro,concha,época,usuario,edición,guardián",../figures/mixed_52.jpeg,Basque,0,52,52,52,226.3107157000013,None,space,0.1613571999987471,226.3107157000013,None,226.54368800000157,None,space,1.9444574000008288,226.54368800000157,None,patxi,001,mixed,2020_Feb_18_1252,visual_search,3.2.4,41.69178596784874,
53,8,['garai'],"gallo,delegado,estuche,taller,profesor,asamblea,caracol,lector",../figures/mixed_53.jpeg,Basque,0,53,53,53,228.52280830000018,None,space,0.1387628999982553,228.52280830000018,None,228.73237140000128,None,space,5.28791099999944,228.73237140000128,None,patxi,001,mixed,2020_Feb_18_1252,visual_search,3.2.4,41.69178596784874,
54,8,['apezpiku'],"escritor,cerdo,comisión,hermana,cordero,portador,caucho,palacio",../figures/mixed_54.jpeg,Basque,0,54,54,54,234.0779266999998,None,space,0.11968130000241217,234.0779266999998,None,234.3046499000011,None,space,3.724964299999556,234.3046499000011,None,patxi,001,mixed,2020_Feb_18_1252,visual_search,3.2.4,41.69178596784874,
55,8,['kautxu'],"partícula,anillo,inventor,lector,firma,muchacho,usuario,vencedor",../figures/mixed_55.jpeg,Basque,0,55,55,55,238.06219550000242,None,space,0.1631493999993836,238.06219550000242,None,238.29959539999982,None,space,8.521348599999328,238.29959539999982,None,patxi,001,mixed,2020_Feb_18_1252,visual_search,3.2.4,41.69178596784874,
56,8,['kutxatila'],"trabajo,apertura,juguete,sequía,ladrón,parcela,jinete,delegado",../figures/mixed_56.jpeg,Basque,0,56,56,56,246.8772812999996,None,space,0.11580940000203555,246.8772812999996,None,247.0785336000008,None,space,1.282639900000504,247.0785336000008,None,patxi,001,mixed,2020_Feb_18_1252,visual_search,3.2.4,41.69178596784874,
57,8,['lehendakari'],"adivina,presidente,ladrón,trabajo,triunfo,anillo,ajedrez,apertura",../figures/mixed_57.jpeg,Basque,0,57,57,57,248.41479660000186,None,space,0.15469469999879948,248.41479660000186,None,248.65335550000236,None,space,2.7247147999987646,248.65335550000236,None,patxi,001,mixed,2020_Feb_18_1252,visual_search,3.2.4,41.69178596784874,
58,8,['padre'],"lehiakide,irakasle,lekuko,lapur,gonbidatu,erraldoi,arrain,haritz",../figures/mixed_58.jpeg,Spanish,0,58,58,58,251.4136400999996,None,space,0.15189590000227327,251.4136400999996,None,251.6515771000013,None,space,1.9663298999985273,251.6515771000013,None,patxi,001,mixed,2020_Feb_18_1252,visual_search,3.2.4,41.69178596784874,
59,8,['yegua'],"sinadura,txerri,zuhaitz,asmaketa,hiltzaile,eskularru,jostailu,lapur",../figures/mixed_59.jpeg,Spanish,0,59,59,59,253.651802700002,None,space,0.23847509999905014,253.651802700002,None,253.97366390000025,None,space,2.1020275999981095,253.97366390000025,None,patxi,001,mixed,2020_Feb_18_1252,visual_search,3.2.4,41.69178596784874,
